crash_id,degree_of_crash,degree_of_crash_-_detailed,reporting_year,year_of_crash,month_of_crash,day_of_week_of_crash,two-hour_intervals,street_of_crash,street_type,distance,direction,identifying_feature,identifying_feature_type,town,route_no.,school_zone_location,school_zone_active,type_of_location,latitude,longitude,lga,urbanisation,conurbation_1,alignment,primary_permanent_feature,primary_temporary_feature,primary_hazardous_feature,street_lighting,road_surface,surface_condition,weather,natural_lighting,signals_operation,other_traffic_control,speed_limit,road_classification_(admin),rum_-_code,rum_-_description,dca_-_code,dca_-_description,dca_supplement,first_impact_type,key_tu_type,other_tu_type,no._of_traffic_units_involved,no._killed,no._seriously_injured,no._moderately_injured,no._minor-other_injured,month_num,month_label,season,day_label,time_label,time_band,is_peak_commute,is_fatal,is_injury,is_casualty
1345219,Fatal,Fatal,2024,2024,March,Friday,04:00 - 05:59,REARDONS,LANE,50,North,DARKE,LANE,SWAN BAY,,No,Not a school zone,2-way undivided,-29.099745,153.268955,Richmond Valley,Country urban,Rest of NSW - Urban,Straight,Steep grade,,,Nil,Unsealed,Dry,Fine,Darkness,Nil,No traffic controls,60 km/h,Local,71,Off rd left => obj,703,Left off cway into object,,Vehicle - Object,4 wheel drive / SUV,,1,1,0,0,0,3,March,Autumn,Friday,04:00 - 05:59,Late night / early morning,False,True,False,True
1345220,Fatal,Fatal,2024,2024,March,Wednesday,02:00 - 03:59,PRITCHARD,ST,85,East,HEMPHILL,AVE,MOUNT PRITCHARD,,No,Not a school zone,2-way undivided,-33.896262,150.905461,Fairfield,Sydney metro. area,Syd-Newc-Woll Gtr conurbation,Straight,Crest,,,On,Sealed,Dry,Fine,Darkness,Nil,No traffic controls,50 km/h,Local,3,Ped on carriageway,4,Ped - On carriageway,,Vehicle - Pedestrian,Car (sedan/hatch),Pedestrian,2,1,0,0,0,3,March,Autumn,Wednesday,02:00 - 03:59,Late night / early morning,False,True,False,True
1345221,Fatal,Fatal,2024,2024,March,Saturday,14:00 - 15:59,NEWELL,HWY,12600,South,COONABARABRAN,RD,GOWANG,17.0,No,Not a school zone,2-way undivided,-31.441148,149.158411,Warrumbungle,Country non-urban,Rest of NSW - Rural,Straight,,,,Nil,Sealed,Dry,Fine,Daylight,Nil,No traffic controls,100 km/h,State,71,Off rd left => obj,703,Left off cway into object,,Vehicle - Object,B-double (road train prior 98),,1,1,0,0,0,3,March,Autumn,Saturday,14:00 - 15:59,Midday / afternoon,False,True,False,True
1345222,Fatal,Fatal,2024,2024,March,Friday,04:00 - 05:59,LANE COVE,RD,0,Right on the spot,EPPING,RD,NORTH RYDE,162.0,No,Not a school zone,T-junction,-33.787774,151.125734,Ryde,Sydney metro. area,Syd-Newc-Woll Gtr conurbation,Straight,,,,On,Sealed,Dry,Fine,Darkness,On,No traffic controls,70 km/h,State,19,Other adjacent,100,Adj - other,,Right angle,4 wheel drive / SUV,Motor scooter,2,1,1,0,0,3,March,Autumn,Friday,04:00 - 05:59,Late night / early morning,False,True,False,True
1345855,Fatal,Fatal,2024,2024,March,Friday,10:00 - 11:59,HUME,HWY,3500,North,PAYNES,RD,BOWNING,2.0,No,Not a school zone,Divided road,-34.779754,148.715223,Yass Valley,Country non-urban,Rest of NSW - Rural,Straight,Embankment/cutting,,,Nil,Sealed,Dry,Fine,Daylight,Nil,No traffic controls,110 km/h,State,70,Off road to left,701,Off carriageway to left,,Rollover,Light truck utility(from 2018),,1,1,0,0,1,3,March,Autumn,Friday,10:00 - 11:59,Midday / afternoon,False,True,False,True
1345858,Fatal,Fatal,2024,2024,March,Thursday,12:00 - 13:59,BATAR CREEK,RD,50,South,COBB AND CO,RD,KENDALL,,No,Not a school zone,2-way undivided,-31.646417,152.698078,Port Macquarie-Hastings,Country urban,Rest of NSW - Urban,Straight,,,Loose gravel shoulder,Nil,Sealed,Dry,Fine,Daylight,Nil,No traffic controls,80 km/h,Local,73,Off rd rght => obj,704,Right off cway into obj,,Vehicle - Object,Passenger van,,1,1,0,0,0,3,March,Autumn,Thursday,12:00 - 13:59,Midday / afternoon,False,True,False,True
1345860,Fatal,Fatal,2024,2024,March,Friday,22:00 - Midnight,WESTERN,EXP,500,West,MULGOA ROAD,OP,REGENTVILLE,6004.0,No,Not a school zone,Dual freeway,-33.769728,150.66621,Penrith,Sydney metro. area,Syd-Newc-Woll Gtr conurbation,Straight,,,,Nil,Sealed,Dry,Fine,Darkness,Nil,No traffic controls,110 km/h,State,30,Rear end,301,Same - Rear end,,Rear end,Motorcycle,Car (sedan/hatch),2,1,0,1,0,3,March,Autumn,Friday,22:00 - Midnight,Evening / night,False,True,False,True
1345861,Fatal,Fatal,2024,2024,March,Sunday,04:00 - 05:59,FLETCHER,ST,30,East,SILVA,ST,TAMARAMA,,No,Not a school zone,2-way undivided,-33.897298,151.270887,Waverley,Sydney metro. area,Syd-Newc-Woll Gtr conurbation,Straight,,,,On,Sealed,Wet,Raining,Darkness,Nil,No traffic controls,50 km/h,Local,9,Ped other,0,Ped - other,,Vehicle - Pedestrian,Station wagon,Pedestrian,2,1,0,0,0,3,March,Autumn,Sunday,04:00 - 05:59,Late night / early morning,False,True,False,True
1345862,Fatal,Fatal,2024,2024,March,Sunday,10:00 - 11:59,THE LAKES,WAY,9650,East,PACIFIC,HWY,BOOLAMBAYTE,111.0,No,Not a school zone,2-way undivided,-32.397589,152.30445,Mid-Coast,Country urban,Rest of NSW - Urban,Curved,Steep grade,,,Nil,Sealed,Wet,Raining,Daylight,Nil,No traffic controls,80 km/h,Regional,88,Out of cont on bend,805,Out of control on bend,,Rollover,Motorcycle,,2,1,0,1,0,3,March,Autumn,Sunday,10:00 - 11:59,Midday / afternoon,False,True,False,True
1345863,Fatal,Fatal,2024,2024,March,Friday,14:00 - 15:59,MOLETON,RD,300,South,CAMP CREEK,RD,LOWANNA,,No,Not a school zone,2-way undivided,-30.203806,152.894772,Coffs Harbour,Country non-urban,Rest of NSW - Rural,Curved,Crest,,,Nil,Sealed,Wet,Raining,Daylight,Nil,No traffic controls,100 km/h,Local,81,Off left/rt bnd=>obj,803,Off right bend into obj,Left,Vehicle - Object,Light truck utility(from 2018),,1,1,0,0,0,3,March,Autumn,Friday,14:00 - 15:59,Midday / afternoon,False,True,False,True
1346128,Fatal,Fatal,2024,2024,January,Tuesday,14:00 - 15:59,BURWOOD,RD,40,West,MARCEAU,DR,CONCORD,,No,Not a school zone,2-way undivided,-33.858824,151.115836,Canada Bay,Sydney metro. area,Syd-Newc-Woll Gtr conurbation,Straight,,,,Nil,Sealed,Dry,Overcast,Daylight,Nil,No traffic controls,50 km/h,Local,20,Head on,201,Opp - Head on,,Head-on,Car (sedan/hatch),4 wheel drive / SUV,3,1,0,0,0,1,January,Summer,Tuesday,14:00 - 15:59,Midday / afternoon,False,True,False,True
1346467,Fatal,Fatal,2024,2024,March,Tuesday,06:00 - 07:59,MID WESTERN,HWY,445,West,TALLAROOK,RD,COWRA,6.0,No,Not a school zone,2-way undivided,-33.883049,148.522511,Cowra,Country non-urban,Rest of NSW - Rural,Curved,,,,Nil,Sealed,Dry,Fine,Dawn,Nil,No traffic controls,100 km/h,State,20,Head on,201,Opp - Head on,,Head-on,Car (sedan/hatch),Light truck utility(from 2018),2,1,1,0,0,3,March,Autumn,Tuesday,06:00 - 07:59,AM peak / school commute,True,True,False,True
1346468,Fatal,Fatal,2024,2024,March,Thursday,20:00 - 21:59,OLD INVERELL,RD,85,West,ROWLANDS,RD,ARMIDALE,,No,Not a school zone,2-way undivided,-30.497551,151.62521,Armidale Regional,Country urban,Rest of NSW - Urban,Straight,,,,Nil,Sealed,Dry,Fine,Darkness,Nil,No traffic controls,80 km/h,Local,4,Ped walk with,5,Ped - Walking with traffic,,Vehicle - Pedestrian,4 wheel drive / SUV,Pedestrian,2,1,0,1,0,3,March,Autumn,Thursday,20:00 - 21:59,Evening / night,False,True,False,True
1346470,Fatal,Fatal,2024,2024,March,Sunday,12:00 - 13:59,KAMILAROI,HWY,3000,East,NEA SIDING,RD,CURLEWIS,29.0,No,Not a school zone,2-way undivided,-31.187092,150.347306,Gunnedah,Country non-urban,Rest of NSW - Rural,Straight,Embankment/cutting,,,Nil,Sealed,Dry,Fine,Daylight,Nil,No traffic controls,110 km/h,State,62,Accident,603,On path - Previous accident,,Other angle,Light truck utility(from 2018),Light truck,2,1,0,2,0,3,March,Autumn,Sunday,12:00 - 13:59,Midday / afternoon,False,True,False,True
1346471,Fatal,Fatal,2024,2024,March,Saturday,22:00 - Midnight,THE GIPPS,WAY,1000,North,BARRONS,RD,BURCHER,57.0,No,Not a school zone,2-way undivided,-33.568441,147.118432,Lachlan,Country non-urban,Rest of NSW - Rural,Straight,,,,Nil,Sealed,Dry,Fine,Darkness,Nil,No traffic controls,100 km/h,Regional,74,On road-out of cont.,705,Out of control on cway,,Rollover,Light truck utility(from 2018),,1,1,1,0,0,3,March,Autumn,Saturday,22:00 - Midnight,Evening / night,False,True,False,True
1346473,Fatal,Fatal,2024,2024,March,Monday,10:00 - 11:59,HENRY LAWSON,WAY,680,South,PINNACLE,RD,GRENFELL,236.0,No,Not a school zone,2-way undivided,-33.814016,148.079483,Weddin,Country non-urban,Rest of NSW - Rural,Straight,,,,Nil,Sealed,Dry,Fine,Daylight,Nil,No traffic controls,100 km/h,Regional,30,Rear end,301,Same - Rear end,,Rear end,Large rigid,Pedal cycle,2,1,0,1,0,3,March,Autumn,Monday,10:00 - 11:59,Midday / afternoon,False,True,False,True
1347079,Fatal,Fatal,2024,2024,March,Thursday,14:00 - 15:59,ANZAC,PDE,125,South,HIGH,ST,KENSINGTON,171.0,No,Not a school zone,Divided road,-33.915956,151.225673,Randwick,Sydney metro. area,Syd-Newc-Woll Gtr conurbation,Straight,,,,Off,Sealed,Dry,Fine,Daylight,Nil,No traffic controls,50 km/h,State,73,Off rd rght => obj,704,Right off cway into obj,,Vehicle - Object,Motorcycle,,1,1,0,0,0,3,March,Autumn,Thursday,14:00 - 15:59,Midday / afternoon,False,True,False,True
1347080,Fatal,Fatal,2024,2024,March,Thursday,22:00 - Midnight,MOORE-OXLEY,BYPA,0,Right on the spot,LITHGOW,ST,CAMPBELLTOWN,177.0,No,Not a school zone,T-junction,-34.068671,150.815191,Campbelltown,Sydney metro. area,Syd-Newc-Woll Gtr conurbation,Straight,,,,On,Sealed,Dry,Fine,Darkness,Nil,No traffic controls,60 km/h,State,2,Ped far side,3,Ped - Far side,,Vehicle - Pedestrian,Light truck utility(from 2018),Pedestrian,2,1,0,1,0,3,March,Autumn,Thursday,22:00 - Midnight,Evening / night,False,True,False,True
1347081,Fatal,Fatal,2024,2024,March,Friday,18:00 - 19:59,BOXYARDS,RD,3400,West,ALMA,RD,BOOLIGAL,,No,Not a school zone,2-way undivided,-33.908719,144.686748,Hay,Country non-urban,Rest of NSW - Rural,Straight,,,,Nil,Unsealed,Dry,Fine,Dusk,Nil,No traffic controls,100 km/h,Local,90,Fell in/from vehicle,901,Fell in/from vehicle,,Person - Object,Quad bike,,1,1,0,0,0,3,March,Autumn,Friday,18:00 - 19:59,PM peak / evening commute,True,True,False,True
1347082,Fatal,Fatal,2024,2024,March,Saturday,10:00 - 11:59,SNOWY MOUNTAINS,HWY,1900,West,FOUR MILE,TRL,GOOANDRA,4.0,No,Not a school zone,2-way undivided,-35.902758,148.525589,Snowy Monaro Regional,Country urban,Rest of NSW - Urban,Curved,Painted double centre lines,,,Nil,Sealed,Dry,Fine,Daylight,Nil,No traffic controls,80 km/h,State,50,Head on (overtake),501,Ovtak - Head on,,Head-on,Motorcycle,B-double (road train prior 98),2,1,0,1,0,3,March,Autumn,Saturday,10:00 - 11:59,Midday / afternoon,False,True,False,True
1347085,Fatal,Fatal,2024,2024,April,Monday,16:00 - 17:59,NEWELL,HWY,0,Right on the spot,ASHBURNHAM,RD,DAROOBALGIE,17.0,No,Not a school zone,T-junction,-33.296819,148.08383,Forbes,Country non-urban,Rest of NSW - Rural,Straight,Embankment/cutting,,,Nil,Sealed,Dry,Fine,Daylight,Nil,No traffic controls,110 km/h,State,21,Right through,202,Opp - Right-thru,,Other angle,Station wagon,Light truck utility(from 2018),2,2,0,3,1,4,April,Autumn,Monday,16:00 - 17:59,PM peak / evening commute,True,True,False,True
1347086,Fatal,Fatal,2024,2024,April,Monday,14:00 - 15:59,ARTHUR,ST,300,East,CENTENARY,DR,STRATHFIELD,2057.0,No,Not a school zone,2-way undivided,-33.869106,151.067219,Strathfield,Sydney metro. area,Syd-Newc-Woll Gtr conurbation,Straight,,Police pursuit,,Nil,Sealed,Dry,Fine,Daylight,Nil,No traffic controls,50 km/h,Regional,30,Rear end,301,Same - Rear end,,Rear end,Motorcycle,Car (sedan/hatch),2,1,0,1,0,4,April,Autumn,Monday,14:00 - 15:59,Midday / afternoon,False,True,False,True
1347087,Fatal,Fatal,2024,2024,April,Tuesday,20:00 - 21:59,KING GEORGES,RD,0,Right on the spot,TAUNTON,ST,SOUTH HURSTVILLE,200.0,No,Not a school zone,T-junction,-33.981509,151.108237,Georges River,Sydney metro. area,Syd-Newc-Woll Gtr conurbation,Straight,Driveway/entrance,,,On,Sealed,Dry,Fine,Darkness,Nil,No traffic controls,70 km/h,State,49,Other manoeuvring,400,Manov - other,,Other angle,4 wheel drive / SUV,,1,2,0,0,0,4,April,Autumn,Tuesday,20:00 - 21:59,Evening / night,False,True,False,True
1347480,Fatal,Fatal,2024,2024,March,Friday,14:00 - 15:59,PRINCES,HWY,10,North,DOUGLAS,ST,NOWRA,1.0,No,Not a school zone,X-intersection,-34.880856,150.604273,Shoalhaven,Country urban,Rest of NSW - Urban,Straight,Steep grade,,,Off,Sealed,Dry,Fine,Daylight,Nil,Stop sign,70 km/h,State,0,Ped nearside,1,Ped - Near side,,Vehicle - Pedestrian,Other bus,Pedestrian,2,1,0,1,0,3,March,Autumn,Friday,14:00 - 15:59,Midday / afternoon,False,True,False,True
1347716,Fatal,Fatal,2024,2024,April,Thursday,02:00 - 03:59,GWYDIR,HWY,440,East,LONG PLAIN,LANE,LONG PLAIN,12.0,No,Not a school zone,2-way undivided,-29.766133,151.231121,Inverell,Country non-urban,Rest of NSW - Rural,Straight,,,,Nil,Sealed,Dry,Fine,Darkness,Nil,No traffic controls,100 km/h,State,71,Off rd left => obj,703,Left off cway into object,,Vehicle - Object,Car (sedan/hatch),,1,1,0,0,0,4,April,Autumn,Thursday,02:00 - 03:59,Late night / early morning,False,True,False,True
1347718,Fatal,Fatal,2024,2024,April,Thursday,12:00 - 13:59,NEW ENGLAND,HWY,720,South,HILL,ST,WINGEN,9.0,No,Not a school zone,2-way undivided,-31.902547,150.879974,Upper Hunter,Country non-urban,Rest of NSW - Rural,Straight,Painted double centre lines,,,Nil,Sealed,Dry,Overcast,Daylight,Nil,No traffic controls,100 km/h,State,34,Lane change right,306,Same - Lane change right,,Other angle,4 wheel drive / SUV,Semi-trailer,3,1,2,1,0,4,April,Autumn,Thursday,12:00 - 13:59,Midday / afternoon,False,True,False,True
1347719,Fatal,Fatal,2024,2024,April,Friday,12:00 - 13:59,CASTLEREAGH,HWY,1830,North,PERRAMS,RD,CUDGEGONG,18.0,No,Not a school zone,2-way undivided,-32.848616,149.807595,Mid-Western Regional,Country non-urban,Rest of NSW - Rural,Curved,Crest,,,Nil,Sealed,Wet,Raining,Daylight,Nil,No traffic controls,100 km/h,State,20,Head on,201,Opp - Head on,,Head-on,Light truck utility(from 2018),4 wheel drive / SUV,2,1,3,1,0,4,April,Autumn,Friday,12:00 - 13:59,Midday / afternoon,False,True,False,True
1347720,Fatal,Fatal,2024,2024,April,Saturday,02:00 - 03:59,HENRY PARKES,WAY,4000,East,CRONINS,LANE,BOGAN GATE,61.0,No,Not a school zone,2-way undivided,-33.117734,147.727397,Parkes,Country non-urban,Rest of NSW - Rural,Straight,,,,Nil,Sealed,Wet,Overcast,Darkness,Nil,No traffic controls,100 km/h,State,71,Off rd left => obj,703,Left off cway into object,,Vehicle - Object,Light truck utility(from 2018),,1,1,0,0,0,4,April,Autumn,Saturday,02:00 - 03:59,Late night / early morning,False,True,False,True
1347721,Fatal,Fatal,2024,2024,April,Sunday,02:00 - 03:59,GUNDONG,RD,0,Right on the spot,NUMBER 2575,HN,OBLEY,,No,Not a school zone,2-way undivided,-32.679888,148.451452,Cabonne,Country non-urban,Rest of NSW - Rural,Curved,Embankment/cutting,,,Nil,Sealed,Dry,Overcast,Darkness,Nil,No traffic controls,100 km/h,Local,83,Off rt/rt bnd=>obj,803,Off right bend into obj,Right,Vehicle - Object,4 wheel drive / SUV,,1,1,0,0,0,4,April,Autumn,Sunday,02:00 - 03:59,Late night / early morning,False,True,False,True
1348329,Fatal,Fatal,2024,2024,April,Tuesday,04:00 - 05:59,EPPING,RD,0,Right on the spot,MOWBRAY,RD,LANE COVE NORTH,373.0,No,Not a school zone,T-junction,-33.801724,151.145401,Willoughby,Sydney metro. area,Syd-Newc-Woll Gtr conurbation,Straight,Steep grade,,,On,Sealed,Dry,Fine,Darkness,On,No traffic controls,70 km/h,State,71,Off rd left => obj,703,Left off cway into object,,Vehicle - Object,Car (sedan/hatch),,1,1,0,0,0,4,April,Autumn,Tuesday,04:00 - 05:59,Late night / early morning,False,True,False,True
1348331,Fatal,Fatal,2024,2024,April,Tuesday,18:00 - 19:59,SANCTUARY,DR,0,Right on the spot,NORTHWEST TRANSITWAY,MS,ROUSE HILL,,No,Not a school zone,X-intersection,-33.696682,150.927706,The Hills,Sydney metro. area,Syd-Newc-Woll Gtr conurbation,Curved,Steep grade,,,Off,Sealed,Wet,Raining,Darkness,On,No traffic controls,80 km/h,Local,10,Cross traffic,101,Adj - Cross traffic,,Right angle,Car (sedan/hatch),Other bus,2,1,3,1,1,4,April,Autumn,Tuesday,18:00 - 19:59,PM peak / evening commute,True,True,False,True
1348336,Fatal,Fatal,2024,2024,April,Friday,18:00 - 19:59,ELIZABETH,ST,10,South,BARSBYS,AVE,ALLAWAH,7004.0,No,Not a school zone,T-junction,-33.97139,151.116944,Georges River,Sydney metro. area,Syd-Newc-Woll Gtr conurbation,Straight,,,,On,Sealed,Dry,Fine,Dusk,Nil,No traffic controls,60 km/h,Regional,2,Ped far side,3,Ped - Far side,,Vehicle - Pedestrian,Motorcycle,Pedestrian,2,1,1,0,0,4,April,Autumn,Friday,18:00 - 19:59,PM peak / evening commute,True,True,False,True
1348337,Fatal,Fatal,2024,2024,April,Saturday,08:00 - 09:59,CLIFTON,RD,1000,North,OAKEY CREEK,RD,PIALLAWAY,,No,Not a school zone,2-way undivided,-31.088248,150.498108,Gunnedah,Country non-urban,Rest of NSW - Rural,Straight,,,,Nil,Sealed,Dry,Fine,Daylight,Nil,No traffic controls,100 km/h,Local,71,Off rd left => obj,703,Left off cway into object,,Vehicle - Object,Light truck,,1,1,0,0,0,4,April,Autumn,Saturday,08:00 - 09:59,AM peak / school commute,True,True,False,True
1348338,Fatal,Fatal,2024,2024,April,Sunday,00:01 - 01:59,FREEMANS,DR,150,North,SABRINA,PL,COORANBONG,,No,Not a school zone,2-way undivided,-33.071706,151.461355,Lake Macquarie,Newcastle met. area,Syd-Newc-Woll Gtr conurbation,Straight,,,,On,Sealed,Dry,Fine,Darkness,Nil,No traffic controls,60 km/h,Local,71,Off rd left => obj,703,Left off cway into object,,Other angle,Car (sedan/hatch),4 wheel drive / SUV,2,1,2,0,0,4,April,Autumn,Sunday,00:01 - 01:59,Late night / early morning,False,True,False,True
1348339,Fatal,Fatal,2024,2024,April,Sunday,08:00 - 09:59,FOREST,RD,1000,North,BANK,ST,NORTH WOODBURN,7742.0,No,Not a school zone,2-way undivided,-29.060445,153.343262,Lismore,Country non-urban,Rest of NSW - Rural,Straight,Ditch/drain/culvert,,,Off,Sealed,Dry,Fine,Daylight,Nil,No traffic controls,100 km/h,Regional,0,Ped nearside,1,Ped - Near side,,Vehicle - Pedestrian,Light truck utility(from 2018),Pedestrian,2,1,0,1,0,4,April,Autumn,Sunday,08:00 - 09:59,AM peak / school commute,True,True,False,True
1348340,Fatal,Fatal,2024,2024,April,Sunday,00:01 - 01:59,TREVALLYN,RD,300,East,BURINDI,RD,BARRABA,,No,Not a school zone,2-way undivided,-30.374936,150.556591,Tamworth Regional,Country non-urban,Rest of NSW - Rural,Straight,Other bridge,,,Nil,Sealed,Dry,Fine,Darkness,Nil,No traffic controls,100 km/h,Local,73,Off rd rght => obj,704,Right off cway into obj,,Vehicle - Object,Light truck utility(from 2018),,1,1,0,0,0,4,April,Autumn,Sunday,00:01 - 01:59,Late night / early morning,False,True,False,True
1348341,Fatal,Fatal,2024,2024,April,Thursday,10:00 - 11:59,BARRY,RD,50,South,HUNTER,RD,HANGING ROCK,,No,Not a school zone,2-way undivided,-31.474955,151.1702,Tamworth Regional,Country urban,Rest of NSW - Urban,Curved,Steep grade,,,Nil,Sealed,Dry,Fine,Daylight,Nil,No traffic controls,80 km/h,Local,85,Off rt/lft bnd=>obj,804,Off left bend into obj,Right,Vehicle - Object,Large rigid,,1,1,0,0,0,4,April,Autumn,Thursday,10:00 - 11:59,Midday / afternoon,False,True,False,True
1348342,Fatal,Fatal,2024,2024,April,Monday,04:00 - 05:59,NEWCASTLE,EXP,1900,South,KU-RING-GAI CHASE ROAD,OP,HORNSBY,6003.0,No,Not a school zone,Dual freeway,-33.695742,151.120558,Hornsby,Sydney metro. area,Syd-Newc-Woll Gtr conurbation,Straight,Steep grade,,,On,Sealed,Dry,Fine,Darkness,Nil,No traffic controls,110 km/h,State,20,Head on,201,Opp - Head on,,Head-on,Station wagon,Car (sedan/hatch),4,2,1,1,0,4,April,Autumn,Monday,04:00 - 05:59,Late night / early morning,False,True,False,True
1348343,Fatal,Fatal,2024,2024,April,Sunday,22:00 - Midnight,BEAUCHAMP,RD,0,Right on the spot,MALABAR,RD,MAROUBRA,7340.0,No,Not a school zone,Roundabout,-33.952857,151.245988,Randwick,Sydney metro. area,Syd-Newc-Woll Gtr conurbation,Curved,,,,On,Sealed,Dry,Fine,Darkness,Nil,Give way sign,50 km/h,Regional,88,Out of cont on bend,805,Out of control on bend,,Rollover,Motorcycle,,1,1,0,0,0,4,April,Autumn,Sunday,22:00 - Midnight,Evening / night,False,True,False,True
1349015,Fatal,Fatal,2024,2024,April,Friday,12:00 - 13:59,CAMDEN,BYPA,100,North,OLD HUME,HWY,CAMDEN,620.0,No,Not a school zone,Divided road,-34.073069,150.696993,Camden,Sydney metro. area,Syd-Newc-Woll Gtr conurbation,Curved,,,,Nil,Sealed,Dry,Fine,Daylight,Nil,No traffic controls,80 km/h,State,34,Lane change right,306,Same - Lane change right,,Other angle,Car (sedan/hatch),Station wagon,4,1,0,3,0,4,April,Autumn,Friday,12:00 - 13:59,Midday / afternoon,False,True,False,True
1349016,Fatal,Fatal,2024,2024,April,Saturday,06:00 - 07:59,MARULAN SOUTH,RD,750,South,JERRARA,RD,MARULAN,,No,Not a school zone,2-way undivided,-34.73594,149.987119,Goulburn Mulwaree,Country urban,Rest of NSW - Urban,Curved,Ditch/drain/culvert,,Loose gravel shoulder,Nil,Sealed,Dry,Overcast,Daylight,Nil,No traffic controls,80 km/h,Local,81,Off left/rt bnd=>obj,803,Off right bend into obj,Left,Vehicle - Object,Motorcycle,,1,1,0,0,0,4,April,Autumn,Saturday,06:00 - 07:59,AM peak / school commute,True,True,False,True
1349572,Fatal,Fatal,2024,2024,April,Saturday,08:00 - 09:59,MITCHELL,HWY,2000,West,BENI,ST,WONGARBON,7.0,No,Not a school zone,2-way undivided,-32.32206,148.740783,Dubbo Regional,Country non-urban,Rest of NSW - Rural,Straight,,,,Nil,Sealed,Wet,Raining,Daylight,Nil,No traffic controls,110 km/h,State,20,Head on,201,Opp - Head on,,Head-on,4 wheel drive / SUV,Coach,2,1,0,1,0,4,April,Autumn,Saturday,08:00 - 09:59,AM peak / school commute,True,True,False,True
1349574,Fatal,Fatal,2024,2024,April,Wednesday,12:00 - 13:59,WOODBURY,RD,500,North,RIVERINA,HWY,BLIGHTY,,No,Not a school zone,2-way undivided,-35.58351,145.248834,Edward River,Country non-urban,Rest of NSW - Rural,Straight,Embankment/cutting,,,Off,Sealed,Dry,Fine,Daylight,Nil,No traffic controls,100 km/h,Local,73,Off rd rght => obj,704,Right off cway into obj,,Vehicle - Object,B-double (road train prior 98),,1,1,0,0,0,4,April,Autumn,Wednesday,12:00 - 13:59,Midday / afternoon,False,True,False,True
